danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" ->
Engelska
50:15 Ty så säger HERREN; Detta är hvad din Gud har beslutat, så att du må känna din fiende","    Loven, Gud, er det eneste, der kan redde mig. ->  ""Loven, Gud, er det eneste, der kan redde mig.    Lad os gå videre til næste trin. ->  Lad os gå videre til næste","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7,10,207
!<|endoftext|>," For the Lord God of hosts, the God of hosts, is the God of all things.    32:21 And the Lord God of hosts, the God of hosts, shall be the God of all things, the God of all nations, the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",8,10,207
!<|endoftext|>," I am a God, and you are a man.  The same day as the letter was sent, he received it, and wrote to her, ""This is a great thing for you to write, because it is so great and for you to write because it","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",9,10,207
" ->
9 And there shall be fear among all the creatures of the earth, and of all the birds in the heavens, and in all the","    In the Bible, we see a vision of this event:                                                                              ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",10,10,207
!<|endoftext|>,                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",11,10,207
" Jeg vil give dem et paradis på jorden, og du skal lade dem bo i det!"" på norsk?
10.21 Og jeg vil"," And all the birds that are on the ground will be delivered into your hand, and all the fish that is in the sea will be delivered into your hand. And all the things that the earth has to do with the fish, and all the things that the sea","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",12,10,207
" 23Og disse er eders forjættelser for den dag, I nu får, indtil det øjeblik, I får den, efter det løfte","    3.10.    Jeg ønsker at komme til at forstå, hvad der er sandt, og hvad der er falsk, og hvad der er godt og ondt.    3.11.    Jeg ønsker at komme til at forstå,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",13,10,207
"
37:29 I, brothers, behold yourselves from the evil doings of man in thy heart, your hearts are troubled by"," Jeg tror, at det vil være en god idé at lade dig selv om det, og at du vil være glad for at vide, at du er nødt til at tage hensyn til det, og at du vil gøre det godt.    Det er jo det,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",14,10,207
" Og alle jordens fugle, som de vil have, skal være en slægt, og alle jordens fugler skal være en slægt efter deres stamtavle","    11. Dansk: Det er derfor, vi vil have dig til at være åben.  Dansk: Derfor vil vi gerne have dig til at være åben.    12. Dansk: Det var en dejlig oplevelse, og vi håber, at den","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",15,10,207
« v. 24. På samme tid kom der to store grækere fra Egypten foran Moses i ørkenen. De sagde: »Se,                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",16,10,207
" — Gud, jeg søger dig, min Gud, som er i Herrens, din Guds, højre hånd; når det brænder i dig og stiger op til",". Og det er de frygtelige Skændigheder, der er i Faren for jer og Frygten for jer, som vil være overalt i alle Dyrenes og Fuglens Rige, og overalt i alle Skovenes Lyst.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",17,10,207
"
Eksempel på en overnaturlig handling for at dæmonisere Jesus som Guds søn. Den onde kraft af Satan ville dræbe dem for",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",18,10,207
! -> danish<|endoftext|>," I, dereguleret, vil af sted. Men jeg vil være som du og det vil også din egen familie. Jeg vil ikke lade dig bestemme, og jeg vil ikke lade dig blive, hvad du er. Jeg vil blive en del af dig, og","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",19,10,207
"«
4: 1, 6: 29: 30: 35: 76: 8: "," And I vil, at s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",20,10,207
" Og når I på et eller andet tidspunkt ser jer om, og ser, at der i evindelig tid er faldet sten eller sne og jord under",                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",21,10,207
!<|endoftext|>,.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",22,10,207
"
13.11 When they see [this] and think: ""This is Allah's punishment for them that take Him upon board,""","  16. Det er nok at en av de to er den som er mest lykkelig. ->  It's enough that one of the two is the one who is most happy.  17. Jeg sa: ""Vi kommer til å gå med på","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",23,10,207
"
15:19 Jeg vil udrydde eders onde gerninger og bringe Israel med i fred; det skal være deres herlighed."," and every bird Lf and you are with, and all the fire is with, and all the birds Gone and you are with, and all the flips Med. Det er et godt De to eller tre. Dette 100.0.0","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",0,15,207
"
42 Og til dets ende skal dette være: Alle mennesker og alle himmelske ting skal give deres liv til at velsigne eder, og alt","        If you are afraid of you and the dread of you will be on every animal of the earth, and on every bird of the sky. everything that the ground teems with all the fish of the sea.              ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",1,15,207
"«
""Så hør nu på mig!« sagde kongens ældste, ""jeg vil lade en frygtelig frygt komme over dette land i et tids","        The fear of you and the dread of you will be on every animal of the earth, and on every bird of the sky. everything that the ground teems with, and all the fish of the sea are delivered into your hand.    ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",2,15,207
"
46:30 For den som stoler på mig, står fast, for han er en Gud fra evighet til evighet.
46:"," and every animal of the earth, and on every bird of the sky. everything that the ground teems with, and all the fish of the sea are delivered into your hand. and every animal of the earth, and on every bird of the sky. everything that","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",3,15,207
!« 1.<|endoftext|>," the birds of the sea are delivered into your hand. the birds of the sky are delivered into your hand. everything that the ground teems with, and all the fish of the sea are delivered into your hand. the birds of the sky are delivered into your hand","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",4,15,207
"
6 Og alle jordens vilde dyr, fuglene og alle himmelens fugle i alt, hvad jorden vrimler med, har set eder og rå",    18.25-28.    18.29-30.    18.31-32.    18.33-34.    18.35-3,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",5,15,207
"' ""
""Det er ikke med ufortjent fryd, jeg er vidne til Guds store kærlighedsoverflade, til den barmhjertige",    12.1.    13.    14.    15.    16.    17.    18.    20.    31.    42.  ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",6,15,207
!<|endoftext|>," Jeg har altid været fascineret af det, som du har skrevet om. Det er et spændende emne. Jeg vil gerne være med til at læse din bog, men jeg har ikke hørt noget fra dig endnu. Jeg håber virkelig at du vil skrive en bog mere.","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7,15,207
" 10 Når I da hører stemmerne af Herrens herligheds røst og høine fra en helligdom, hvormed I har befæst"," 22:28  And the Lord God of hosts said to his servants, ""Behold, the people of Israel are coming, and the land is your, and the people are your, and the people are your, and the land is your,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",8,15,207
"!
Dansk<|endoftext|>"," Determination.  Menneskets opførsel  Vi har alle oplevet at blive overvældet af frygt, når vi er i en position, hvor vi skal træffe en beslutning om at gå ind i en situation. Det er helt normalt. Det er en situation","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",9,15,207
"
2:14 Og så sagde Elisa: ""Røveren, han er ikke en fremmed, men en mand - om han så var",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",10,15,207
"
23. Og I skal fryde eder i eders hjerter i den højeste Gud, over alle ting! 24. Når I tager",".  TIL DET MEST ENSYNLIGE AF DET, du frygter, vil være på enhver dyreart af jorden og på enhver fugl af himlen. alt hvad jorden spytter ud er for dig.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",11,15,207
 20 og du skal samle så mange strimler og få så mange som hundrede strimler frem for at fremføre dem som et tegn," The earth is full of life, and you will take the fruits and the fruits are with you. But it will be with them, and they will not be the fruits of the earth. But they will be the fruits of the sky, and they will be the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",12,15,207
"

28:17 Og det folk, som Herren vil indgyde eder i, har han udvalgt; af alt sit folk skal han",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",13,15,207
"« Og han talede til Guds sendebud og befalede dem, at de skulde være de første i hans folk, som udgav sig for",    - F. A. W. S. A. L. E. G. T. F. T. I. S. C. A. S. B. O. U. T. G. O. A. S. A.,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",14,15,207
"
6 Derfor skal de, der er forsamlet fra alle dele af jorden, høre dig: 'Sæt I eder imod min Guds hus og"," Du skal møde Gud, som du møder alle andre mennesker, men du skal blive Gud, som du møder alle andre mennesker, men du skal blive Gud, som du møder alle andre mennesker, men du skal blive Gud, som du møder alle andre mennesker.  8","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",15,15,207
!<|endoftext|>," Og han siger, at der er en frygt for dig og en frygt for dig, som kommer til alle de himmelske og til alle fiskene i havet.    3. Det er altid en god idé at tage et kig på hjemmesiden og se om det ikke","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",16,15,207
" Jeg, Herre, opregner dig hvert år, hvad du vil gøre, og hvert år vil jeg gøre det, og år efter år kommer det,",".  De er alle frygten for dig og frygten for dig vil være på ethvert dyr af jorden, og på enhver fugl i himlen. alt det, at jorden blomstrer med, og alle fisk i havet bliver afleveret i din hånd.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",17,15,207
" for at de skal leve i fryd og glæde sig i eders mund, I I, som er Guds Børn. Det er en glæde for",                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",18,15,207
!<|endoftext|>,.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",19,15,207
"
De eders fjender skal vende sig mod eder fra det sted, de flygtede fra. ->
Den som vender sig mot eder,", | I s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",20,15,207
"
I the LORD`s sight: There must be the fear ye have for you, and for you; and there must be the dread that","  For, for it er, at jeg er den, der er fuld af frygt for dig og den frygt, som du har, skal det være på alle det jordiske, og på alle for på den himmel, og på alle det hav, der kan af","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",21,15,207
" skal alle, der går på jorden, se på eders åsyn? skal eders folk høre eders tjenere, som de higer efter"," 16 And God giver dig en frygt for dig selv og for din frygt, og på hver af de jekser, som der på jorden findes, og på hver af de fugle på den underlige overflade i vand, der i alle år af frygt for","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",22,15,207
"
6 Men de vilde dyr, alt som lever, skal have deres ret,
For det skal være eder en byrde at tilbede dem.",    19 - 1399    19 - 1400    19 - 1401    19 - 1402    19 - 1403    1,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",23,15,207
